"#";"Url";"Google index";"Bing index";"Alexa rank";"SEMrush Rank";"SEMrush backlinks";"SEMrush subdomain backlinks"
"1";"https://www.marwadiuniversity.ac.in/";"?";"1,830 ";"132493";"1580009";"5734";"7722"
